,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,170","17,706",6.6%
2,"青森
※３",27,917,2.9%
3,"岩手
※３",0,788,0.0%
4,"宮城
※３",88,"3,314",2.7%
5,秋田,16,967,1.7%
6,山形,69,"2,479",2.8%
7,"福島
※３",81,"5,599",1.4%
8,茨城,168,"5,050",3.3%
9,"栃木
※３",66,"5,520",1.2%
10,"群馬
※３",151,"4,353",3.5%
11,埼玉,"1,021","27,215",3.8%
12,千葉,919,"16,716",5.5%
13,"東京
※１","5,592","16,351",34.2%
14,神奈川,"1,411","11,329",12.5%
15,"新潟
※３",83,"4,595",1.8%
16,富山,227,"3,661",6.2%
17,"石川
※３",299,"2,845",10.5%
18,"福井
※３",122,"3,028",4.0%
19,"山梨
※３",71,"4,911",1.4%
20,"長野
※３",76,"3,021",2.5%
21,岐阜,154,"4,259",3.6%
22,静岡,77,"3,680",2.1%
23,愛知,516,"11,375",4.5%
24,"三重
※３",45,"2,645",1.7%
