,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"11,930","207,002",5.8%
2,"青森
※3",390,"8,573",4.5%
3,"※3※4※5
岩手",327,"12,829",2.5%
4,"宮城
※3※5","1,682","23,163",7.3%
5,秋田,94,"3,878",2.4%
6,山形,302,"9,487",3.2%
7,"福島
※3",682,"48,583",1.4%
8,茨城,"2,098","18,137",11.6%
9,"栃木
※3※5",968,"64,646",1.5%
10,"群馬
※3※5","1,867","46,260",4.0%
11,"埼玉
※4","11,290","280,300",4.0%
12,千葉,"8,808","201,920",4.4%
13,"東京
※1","50,154","894,214",5.6%
14,神奈川,"16,298","311,376",5.2%
15,"新潟
※3※5",428,"25,524",1.7%
16,"富山
※3※5",484,"19,756",2.4%
17,"石川
※3",947,"26,524",3.6%
18,"福井
※3",337,"17,343",1.9%
19,"山梨
※3",467,"14,278",3.3%
20,"長野
※3※5","1,023","40,462",2.5%
21,"岐阜
※5","1,682","55,191",3.0%
22,"静岡
※3※4","2,322","74,303",3.1%
23,"※3※4※5
愛知","13,519","170,726",7.9%
24,"三重
※3","1,122","26,913",4.2%
