,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,117","15,713",7.1%
2,"青森
※３",27,882,3.1%
3,"岩手
※３",0,705,0.0%
4,"宮城
※３",88,"3,086",2.9%
5,秋田,16,942,1.7%
6,"山形
※４",69,"2,452",2.8%
7,"福島
※３",81,"5,004",1.6%
8,茨城,168,"4,772",3.5%
9,"栃木
※３",66,"4,840",1.4%
10,"群馬
※３",151,"3,942",3.8%
11,埼玉,"1,007","23,291",4.3%
12,千葉,907,"15,494",5.9%
13,"東京
※１","5,383","15,681",34.3%
14,神奈川,"1,387","10,327",13.4%
15,"新潟
※３",83,"4,334",1.9%
16,富山,227,"3,482",6.5%
17,"石川
※３",299,"2,791",10.7%
18,"福井
※３",122,"2,839",4.3%
19,"山梨
※３",65,"4,259",1.5%
20,"長野
※３",76,"2,865",2.7%
21,岐阜,151,"3,886",3.9%
22,静岡,75,"3,612",2.1%
23,愛知,509,"10,467",4.9%
24,"三重
※３",45,"2,561",1.8%
