,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,353",4.3%
2,京都,379,"10,146",3.7%
3,"大阪
※３","1,816","39,970",4.5%
4,"兵庫
※３、５",705,"14,857",4.7%
5,奈良,92,"3,760",2.4%
6,和歌山,64,"3,987",1.6%
7,鳥取,3,"1,485",0.2%
8,島根,24,"1,245",1.9%
9,岡山,26,"1,935",1.3%
10,"広島
※３",168,"7,824",2.1%
11,山口,37,"2,306",1.6%
12,"徳島
※３",6,908,0.7%
13,香川,28,"2,698",1.0%
14,愛媛,82,"2,613",3.1%
15,高知,74,"1,971",3.8%
16,"福岡
※３、４",846,"16,455",5.1%
17,"佐賀
※３",47,"1,625",2.9%
18,⾧崎,17,"3,236",0.5%
19,熊本,49,"4,273",1.1%
20,大分,60,"4,883",1.2%
21,宮崎,17,"1,567",1.1%
22,鹿児島,11,"2,587",0.4%
23,沖縄,142,"3,019",4.7%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"18,394","390,347",4.7%
