,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5※6",683,"14,966",4.6%
2,京都,"2,307","57,951",4.0%
3,"大阪
※3※5","15,763","276,172",5.7%
4,"※3※4※5
兵庫","4,014","78,781",5.1%
5,"奈良
※5",868,"28,401",3.1%
6,和歌山,338,"11,510",2.9%
7,"鳥取
※3",52,"6,151",0.8%
8,"島根
※5",142,"6,354",2.2%
9,"岡山
※4",406,"14,762",2.8%
10,"広島
※3",707,"30,626",2.3%
11,"山口
※4",279,"12,510",2.2%
12,"徳島
※3",173,"7,669",2.3%
13,"香川
※5",121,"15,287",0.8%
14,愛媛,138,"4,759",2.9%
15,高知,144,"3,690",3.9%
16,"※3※4※5
福岡","5,398","182,317",3.0%
17,"佐賀
※3",280,"8,235",3.4%
18,⾧崎,251,"24,833",1.0%
19,熊本,930,"22,303",4.2%
20,大分,179,"23,484",0.8%
21,宮崎,375,"8,836",4.2%
22,鹿児島,558,"25,010",2.2%
23,"沖縄
※3","3,792","64,776",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"119,441","2,797,367",4.3%
