,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",503,"12,016",4.2%
2,京都,"1,767","43,228",4.1%
3,"大阪
※3※5","10,719","188,237",5.7%
4,"※3※4※5
兵庫","2,738","57,170",4.8%
5,"奈良
※5",575,"20,885",2.8%
6,和歌山,242,"9,331",2.6%
7,"鳥取
※3",36,"5,488",0.7%
8,"島根
※5",140,"5,808",2.4%
9,"岡山
※4",157,"8,110",1.9%
10,"広島
※3",587,"21,121",2.8%
11,"山口
※4",201,"9,915",2.0%
12,"徳島
※3",148,"6,944",2.1%
13,"香川
※5",93,"10,851",0.9%
14,愛媛,114,"4,099",2.8%
15,高知,138,"3,493",4.0%
16,"※3※4※5
福岡","5,043","134,321",3.8%
17,"佐賀
※3",245,"6,130",4.0%
18,長崎,238,"18,768",1.3%
19,熊本,579,"16,645",3.5%
20,大分,158,"17,153",0.9%
21,宮崎,344,"8,601",4.0%
22,鹿児島,422,"19,261",2.2%
23,"沖縄
※3","2,541","39,901",6.4%
24,"長崎船
※2
その他",149,0,-
25,合計,"83,783","1,929,066",4.3%
