,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"10,564","179,615",5.9%
2,"青森
※3",358,"7,732",4.6%
3,"※3※4※5
岩手",230,"10,500",2.2%
4,"宮城
※3※5","1,379","20,768",6.6%
5,秋田,90,"3,746",2.4%
6,山形,211,"8,725",2.4%
7,"福島
※3",565,"43,381",1.3%
8,茨城,"1,911","17,732",10.8%
9,"栃木
※3※5",822,"59,955",1.4%
10,"群馬
※3※5","1,526","40,734",3.7%
11,"埼玉
※4","9,916","257,874",3.8%
12,千葉,"7,842","187,875",4.2%
13,"東京
※1","45,529","832,855",5.5%
14,神奈川,"14,314","278,675",5.1%
15,"新潟
※3※5",374,"23,908",1.6%
16,"富山
※3※5",462,"18,434",2.5%
17,"石川
※3",888,"24,224",3.7%
18,"福井
※3",331,"16,405",2.0%
19,"山梨
※3",437,"14,053",3.1%
20,"長野
※3※5",892,"35,313",2.5%
21,"岐阜
※5","1,381","47,457",2.9%
22,"静岡
※3※4","2,059","67,074",3.1%
23,"※3※4※5
愛知","11,881","150,622",7.9%
24,"三重
※3","1,011","22,079",4.6%
