,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,430","67,282",3.6%
2,"青森
※3",57,"2,888",2.0%
3,"※3※4※5
岩手",25,"4,796",0.5%
4,"宮城
※3※5",504,"11,985",4.2%
5,秋田,59,"2,354",2.5%
6,山形,81,"5,326",1.5%
7,"福島
※3",332,"24,007",1.4%
8,茨城,719,"13,121",5.5%
9,"栃木
※3※5",453,"34,014",1.3%
10,"群馬
※3※5",764,"25,946",2.9%
11,"埼玉
※4","5,234","160,965",3.3%
12,千葉,"4,430","109,745",4.0%
13,"東京
※1","28,420","526,696",5.4%
14,神奈川,"7,758","176,654",4.4%
15,"新潟
※3※5",180,"16,688",1.1%
16,"富山
※3※5",422,"13,796",3.1%
17,"石川
※3",787,"15,040",5.2%
18,"福井
※3",249,"10,331",2.4%
19,"山梨
※3",199,"11,139",1.8%
20,"長野
※3※5",320,"20,700",1.5%
21,"岐阜
※5",640,"24,739",2.6%
22,"静岡
※3※4",572,"38,804",1.5%
23,"※3※4※5
愛知","5,596","87,290",6.4%
24,"三重
※3",544,"14,421",3.8%
