,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,409",4.3%
2,京都,383,"10,442",3.7%
3,"大阪
※３","1,851","41,726",4.4%
4,"兵庫
※３、５",708,"15,056",4.7%
5,奈良,92,"3,943",2.3%
6,和歌山,64,"4,029",1.6%
7,鳥取,4,"1,497",0.3%
8,島根,24,"1,249",1.9%
9,岡山,28,"1,954",1.4%
10,"広島
※３",169,"7,880",2.1%
11,山口,37,"2,372",1.6%
12,"徳島
※３",6,935,0.6%
13,香川,28,"2,754",1.0%
14,愛媛,82,"2,622",3.1%
15,高知,74,"1,980",3.7%
16,"福岡
※３、４",854,"16,689",5.1%
17,"佐賀
※３",47,"1,649",2.9%
18,⻑崎,17,"3,294",0.5%
19,熊本,49,"4,310",1.1%
20,大分,60,"4,977",1.2%
21,宮崎,17,"1,582",1.1%
22,鹿児島,21,"2,628",0.8%
23,沖縄,142,"3,028",4.7%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"18,737","402,371",4.7%
