,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",471,"10,587",4.4%
2,京都,"1,607","35,638",4.5%
3,"大阪
※３※６","9,604","158,258",6.1%
4,"兵庫
※３,４,6","2,455","49,506",5.0%
5,"奈良
※６",545,"18,233",3.0%
6,和歌山,236,"8,910",2.6%
7,"鳥取
※３",31,"4,656",0.7%
8,"島根
※６",137,"5,200",2.6%
9,岡山,146,"7,511",1.9%
10,"広島
※３",466,"18,642",2.5%
11,山口,194,"8,127",2.4%
12,"徳島
※３",147,"6,619",2.2%
13,"香川
※６",89,"9,296",1.0%
14,愛媛,114,"3,921",2.9%
15,高知,137,"3,315",4.1%
16,福岡,"4,932","44,529",11.1%
17,"佐賀
※３",244,"5,517",4.4%
18,長崎,235,"16,363",1.4%
19,熊本,569,"13,039",4.4%
20,大分,158,"14,507",1.1%
21,宮崎,342,"8,279",4.1%
22,鹿児島,372,"17,075",2.2%
23,"沖縄
※３","2,290","27,827",8.2%
24,"長崎船
※２
その他",149,0,-
25,合計,"74,797","1,530,415",4.9%
