,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",384,"7,677",5.0%
2,京都,"1,243","26,619",4.7%
3,"大阪
※３※６","7,720","118,261",6.5%
4,"兵庫
※３,４,6","2,072","39,318",5.3%
5,"奈良
※６",482,"12,714",3.8%
6,和歌山,225,"8,027",2.8%
7,"鳥取
※３",22,"4,447",0.5%
8,"島根
※６",134,"4,538",3.0%
9,岡山,135,"5,880",2.3%
10,"広島
※３",448,"16,687",2.7%
11,山口,107,"5,660",1.9%
12,"徳島
※３",104,"4,796",2.2%
13,"香川
※６",71,"7,095",1.0%
14,愛媛,113,"3,668",3.1%
15,高知,107,"2,722",3.9%
16,福岡,"3,987","36,994",10.8%
17,"佐賀
※３",218,"4,425",4.9%
18,長崎,193,"12,264",1.6%
19,熊本,466,"10,001",4.7%
20,大分,138,"10,876",1.3%
21,宮崎,309,"7,335",4.2%
22,鹿児島,340,"14,082",2.4%
23,"沖縄
※３","1,864","20,747",9.0%
24,"長崎船
※２
その他",149,0,-
25,合計,"61,001","1,167,326",5.2%
