,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,078","13,329",8.1%
2,"青森
※３",27,845,3.2%
3,"岩手
※３",0,660,0.0%
4,"宮城
※３",88,"2,900",3.0%
5,秋田,16,933,1.7%
6,"山形
※３",69,"2,650",2.6%
7,"福島
※３",81,"4,280",1.9%
8,茨城,168,"4,628",3.6%
9,"栃木
※３",65,"3,784",1.7%
10,"群馬
※３",149,"3,609",4.1%
11,埼玉,"1,004","20,623",4.9%
12,千葉,906,"14,428",6.3%
13,"東京
※１","5,217","15,005",34.8%
14,神奈川,"1,359","9,446",14.4%
15,"新潟
※３",83,"4,157",2.0%
16,富山,227,"3,144",7.2%
17,"石川
※３",298,"2,688",11.1%
18,"福井
※３",122,"2,596",4.7%
19,"山梨
※３",64,"3,877",1.7%
20,"長野
※３",76,"2,674",2.8%
21,岐阜,150,"3,557",4.2%
22,静岡,76,"3,505",2.2%
23,愛知,507,"9,970",5.1%
24,"三重
※３",45,"2,486",1.8%
