,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",560,"14,525",3.9%
2,京都,"2,061","52,973",3.9%
3,"大阪
※3※5","12,876","237,923",5.4%
4,"※3※4※5
兵庫","3,275","69,544",4.7%
5,"奈良
※5",675,"24,985",2.7%
6,和歌山,277,"10,479",2.6%
7,"鳥取
※3",38,"5,777",0.7%
8,"島根
※5",141,"6,281",2.2%
9,"岡山
※4",303,"11,198",2.7%
10,"広島
※3",662,"27,820",2.4%
11,"山口
※4",215,"11,941",1.8%
12,"徳島
※3",164,"7,500",2.2%
13,"香川
※5",102,"13,637",0.7%
14,愛媛,116,"4,392",2.6%
15,高知,144,"3,651",3.9%
16,"※3※4※5
福岡","5,238","166,647",3.1%
17,"佐賀
※3",264,"7,279",3.6%
18,⾧崎,244,"22,968",1.1%
19,熊本,814,"19,849",4.1%
20,大分,159,"21,258",0.7%
21,宮崎,369,"8,799",4.2%
22,鹿児島,475,"22,533",2.1%
23,"沖縄
※3","3,392","59,096",5.7%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"101,693","2,474,486",4.1%
