,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",104,"2,677",3.9%
2,京都,420,"11,599",3.6%
3,"大阪
※３※６","1,945","45,469",4.3%
4,"兵庫
※３、４",722,"16,552",4.4%
5,奈良,107,"4,383",2.4%
6,和歌山,71,"4,318",1.6%
7,"鳥取
※３",4,"1,935",0.2%
8,島根,24,"1,281",1.9%
9,岡山,28,"2,031",1.4%
10,"広島
※３",173,"8,178",2.1%
11,山口,37,"2,616",1.4%
12,"徳島
※３",10,"1,104",0.9%
13,香川,28,"2,952",0.9%
14,愛媛,82,"2,663",3.1%
15,高知,74,"2,014",3.7%
16,福岡,902,"17,729",5.1%
17,"佐賀
※３",47,"1,690",2.8%
18,長崎,19,"3,725",0.5%
19,熊本,49,"4,421",1.1%
20,大分,60,"5,313",1.1%
21,宮崎,18,"1,674",1.1%
22,鹿児島,124,"6,048",2.1%
23,沖縄,145,"3,097",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"20,753","459,538",4.5%
