,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",783,"27,762",2.8%
2,京都,"2,663","65,925",4.0%
3,"大阪
※3※5","20,273","323,566",6.3%
4,"※3※4※5
兵庫","5,570","95,654",5.8%
5,"奈良
※5","1,141","32,940",3.5%
6,和歌山,452,"13,463",3.4%
7,"鳥取
※3※4",58,"16,572",0.3%
8,"島根
※5",147,"6,772",2.2%
9,"岡山
※4",599,"19,205",3.1%
10,"広島
※3",838,"34,993",2.4%
11,"山口
※4",386,"17,013",2.3%
12,"徳島
※3",181,"7,826",2.3%
13,"香川
※5",143,"17,069",0.8%
14,愛媛,314,"7,104",4.4%
15,高知,152,"3,755",4.0%
16,"※3※4※5
福岡","5,827","200,689",2.9%
17,"佐賀
※3",309,"9,667",3.2%
18,⾧崎,271,"26,979",1.0%
19,熊本,"1,012","23,912",4.2%
20,大分,295,"27,366",1.1%
21,宮崎,503,"9,765",5.2%
22,鹿児島,612,"27,472",2.2%
23,"沖縄
※3","4,326","72,779",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"147,155","3,212,877",4.6%
