,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",924,"33,175",2.8%
2,京都,"3,559","79,776",4.5%
3,"大阪
※3※5","27,037","412,580",6.6%
4,"※3※4※5
兵庫","8,100","122,507",6.6%
5,"奈良
※5","1,654","41,712",4.0%
6,和歌山,578,"15,724",3.7%
7,"鳥取
※3※4",69,"21,076",0.3%
8,"島根
※5",181,"8,556",2.1%
9,"岡山
※4","1,082","27,231",4.0%
10,"広島
※3","2,203","56,843",3.9%
11,"山口
※4",464,"24,734",1.9%
12,"徳島
※3",191,"14,274",1.3%
13,"香川
※5",208,"20,585",1.0%
14,愛媛,375,"10,863",3.5%
15,高知,501,"5,271",9.5%
16,"※3※4※5
福岡","7,366","239,470",3.1%
17,"佐賀
※3",409,"13,371",3.1%
18,⾧崎,352,"33,005",1.1%
19,熊本,"1,414","29,926",4.7%
20,大分,574,"37,251",1.5%
21,宮崎,666,"11,569",5.8%
22,鹿児島,875,"33,826",2.6%
23,"沖縄
※3","4,968","83,657",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"196,757","3,999,511",4.9%
