,0,1,2,3
0,都道府県名,,陽性者数 検査人数※6,％
1,"滋賀
※1",97,"1,462",6.6%
2,京都,352,"5,613",6.3%
3,"大阪
※1","1,744","22,011",7.9%
4,"兵庫
※1",693,"9,179",7.5%
5,奈良,90,"2,035",4.4%
6,和歌山,62,"3,369",1.8%
7,"鳥取
※1",3,"1,167",0.3%
8,"島根
※1",24,911,2.6%
9,岡山,24,"1,377",1.7%
10,"広島
※1",165,"6,002",2.7%
11,"山口
※1",37,"1,528",2.4%
12,"徳島
※1",5,611,0.8%
13,"香川
※1",28,"1,852",1.5%
14,愛媛,48,"1,276",3.8%
15,高知,74,"1,584",4.7%
16,"福岡
※1",654,"10,535",6.2%
17,"佐賀
※1",45,"1,235",3.6%
18,長崎,17,"2,361",0.7%
19,"熊本
※1",48,"3,492",1.4%
20,大分,60,"3,499",1.7%
21,"宮崎
※1",17,"1,243",1.4%
22,鹿児島 ※1,11,"1,513",0.7%
23,沖縄,142,"2,511",5.7%
24,その他 ※5,149,623,23.9%
25,合計,"15,706 
(14,743)","188,646",7.8%
