,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,911",5.2%
2,京都,358,"8,354",4.3%
3,"大阪
※３","1,783","32,063",5.6%
4,兵庫,699,"11,368",6.1%
5,奈良,92,"2,898",3.2%
6,和歌山,63,"3,743",1.7%
7,鳥取,3,"1,363",0.2%
8,島根,24,"1,142",2.1%
9,岡山,25,"1,738",1.4%
10,"広島
※３",167,"7,104",2.4%
11,山口,37,"1,794",2.1%
12,"徳島
※３",5,761,0.7%
13,香川,28,"2,245",1.2%
14,愛媛,82,"2,373",3.5%
15,高知,74,"1,818",4.1%
16,福岡,786,"13,523",5.8%
17,"佐賀
※３",47,"1,449",3.2%
18,長崎,17,"2,844",0.6%
19,熊本,48,"3,974",1.2%
20,大分,60,"4,127",1.5%
21,宮崎,17,"1,407",1.2%
22,鹿児島,10,"1,964",0.5%
23,沖縄,142,"2,895",4.9%
24,"長崎船
※２
その他",149,-,-
25,合計,"16,850","257,330",6.5%
