,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"7,585","133,167",5.7%
2,"青森
※3",282,"6,445",4.4%
3,"※3※4※5
岩手",162,"8,426",1.9%
4,"宮城
※3※5","1,128","18,212",6.2%
5,秋田,83,"3,451",2.4%
6,山形,110,"7,344",1.5%
7,"福島
※3",480,"38,310",1.3%
8,茨城,"1,347","16,138",8.3%
9,"栃木
※3※5",595,"52,696",1.1%
10,"群馬
※3※5","1,087","34,753",3.1%
11,"埼玉
※4","7,842","225,315",3.5%
12,千葉,"6,562","158,518",4.1%
13,"東京
※1","38,598","728,630",5.3%
14,神奈川,"11,640","241,723",4.8%
15,"新潟
※3※5",324,"21,588",1.5%
16,"富山
※3※5",447,"16,529",2.7%
17,"石川
※3",838,"20,975",4.0%
18,"福井
※3",305,"14,164",2.2%
19,"山梨
※3",332,"13,263",2.5%
20,"長野
※3※5",638,"29,443",2.2%
21,"岐阜
※5",969,"32,174",3.0%
22,"静岡
※3※4","1,334","53,923",2.5%
23,"※3※4※5
愛知","9,023","127,454",7.1%
24,"三重
※3",755,"18,271",4.1%
