,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",503,"11,937",4.2%
2,京都,"1,762","42,808",4.1%
3,"大阪
※3※5","10,669","186,464",5.7%
4,"※3※4※5
兵庫","2,717","56,736",4.8%
5,"奈良
※5",574,"20,737",2.8%
6,和歌山,242,"9,310",2.6%
7,"鳥取
※3",36,"5,481",0.7%
8,"島根
※5",140,"5,792",2.4%
9,"岡山
※4",157,"8,110",1.9%
10,"広島
※3",577,"20,946",2.8%
11,"山口
※4",201,"9,864",2.0%
12,"徳島
※3",148,"6,921",2.1%
13,"香川
※5",93,"10,787",0.9%
14,愛媛,114,"4,087",2.8%
15,高知,138,"3,486",4.0%
16,"福岡
※4※5","5,040","132,965",3.8%
17,"佐賀
※3",245,"6,075",4.0%
18,長崎,236,"18,531",1.3%
19,熊本,578,"16,494",3.5%
20,大分,158,"17,019",0.9%
21,宮崎,344,"8,593",4.0%
22,鹿児島,422,"19,127",2.2%
23,"沖縄
※3","2,516","39,290",6.4%
24,"長崎船
※2
その他",149,0,-
25,合計,"83,236","1,907,206",4.4%
