,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,250","20,719",6.0%
2,"青森
※３",27,981,2.8%
3,"岩手
※３",0,942,0.0%
4,"宮城
※３",94,"3,751",2.5%
5,秋田,16,994,1.6%
6,山形,69,"2,541",2.7%
7,"福島
※３",82,"6,793",1.2%
8,茨城,174,"5,283",3.3%
9,"栃木
※３",76,"7,113",1.1%
10,"群馬
※３",153,"5,045",3.0%
11,埼玉,"1,132","34,582",3.3%
12,千葉,960,"18,287",5.2%
13,"東京
※１","6,225","82,706",7.5%
14,神奈川,"1,502","12,551",12.0%
15,"新潟
※３",84,"4,936",1.7%
16,富山,227,"3,923",5.8%
17,"石川
※３",300,"2,905",10.3%
18,"福井
※３",122,"3,397",3.6%
19,"山梨
※３",74,"5,655",1.3%
20,"⾧野
※３",77,"3,270",2.4%
21,岐阜,156,"5,223",3.0%
22,"静岡
※３、６",81,"7,551",1.1%
23,愛知,524,"12,620",4.2%
24,"三重
※３",46,"2,876",1.6%
