,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",773,"27,121",2.9%
2,京都,"2,585","64,192",4.0%
3,"大阪
※3※5","19,167","313,767",6.1%
4,"※3※4※5
兵庫","5,211","91,975",5.7%
5,"奈良
※5","1,087","31,912",3.4%
6,和歌山,428,"12,996",3.3%
7,"鳥取
※3※4",58,"16,298",0.4%
8,"島根
※5",145,"6,772",2.1%
9,"岡山
※4",568,"19,205",3.0%
10,"広島
※3",785,"34,211",2.3%
11,"山口
※4",372,"17,013",2.2%
12,"徳島
※3",181,"7,779",2.3%
13,"香川
※5",135,"16,584",0.8%
14,愛媛,296,"6,776",4.4%
15,高知,149,"3,747",4.0%
16,"※3※4※5
福岡","5,644","196,941",2.9%
17,"佐賀
※3",300,"9,506",3.2%
18,長崎,265,"26,604",1.0%
19,熊本,999,"23,481",4.3%
20,大分,255,"26,669",1.0%
21,宮崎,477,"9,431",5.1%
22,鹿児島,607,"27,152",2.2%
23,"沖縄
※3","4,169","71,380",5.8%
24,"長崎船
※2
その他",149,0,-
25,合計,"140,568","3,137,260",4.5%
