,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,773","43,920",4.0%
2,"青森
※３",35,"2,013",1.7%
3,"岩手
※３※６",19,"3,103",0.6%
4,"宮城
※３",204,"7,765",2.6%
5,秋田,49,"1,778",2.8%
6,山形,78,"3,101",2.5%
7,"福島
※３",161,"14,665",1.1%
8,茨城,545,"10,796",5.0%
9,"栃木
※３",303,"22,163",1.4%
10,"群馬
※３※６",440,"14,286",3.1%
11,埼玉,"3,929","105,524",3.7%
12,千葉,"3,050","55,547",5.5%
13,"東京
※１","20,817","322,909",6.4%
14,神奈川,"4,962","114,608",4.3%
15,"新潟
※６",143,"12,483",1.1%
16,"富山
※６",387,"7,699",5.0%
17,"石川
※３",626,"8,106",7.7%
18,"福井
※３",228,"7,804",2.9%
19,"山梨
※３",173,"9,536",1.8%
20,"長野
※３※６",256,"14,181",1.8%
21,"岐阜
※６",555,"17,910",3.1%
22,"静岡
※３、５",480,"25,473",1.9%
23,愛知,"4,493","53,096",8.5%
24,"三重
※３",368,"9,868",3.7%
