,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,351","25,483",5.3%
2,"⻘森
※３",30,"1,297",2.3%
3,"岩手
※３※６",0,"1,279",0.0%
4,"宮城
※３",136,"5,177",2.6%
5,秋田,16,"1,048",1.5%
6,山形,75,"2,826",2.7%
7,"福島
※３",84,"8,639",1.0%
8,茨城,230,"6,329",3.6%
9,"栃木
※３",136,"11,119",1.2%
10,"群馬
※３※６",169,"7,106",2.4%
11,埼玉,"1,830","54,741",3.3%
12,千葉,"1,333","24,141",5.5%
13,"東京
※１※３","9,816","147,314",6.7%
14,神奈川,"2,039","15,855",12.9%
15,"新潟
※３",90,"5,779",1.6%
16,"富山
※６",233,"4,855",4.8%
17,"石川
※３",306,"3,026",10.1%
18,"福井
※３",126,"4,234",3.0%
19,"山梨
※３",79,"6,617",1.2%
20,"⻑野
※３※６",86,"5,343",1.6%
21,"岐阜
※６",194,"7,528",2.6%
22,"静岡
※３、５",109,"9,608",1.1%
23,愛知,655,"16,041",4.1%
24,"三重
※３",58,"3,335",1.7%
