,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,137","16,633",6.8%
2,"青森
※３",27,899,3.0%
3,"岩手
※３",0,769,0.0%
4,"宮城
※３",88,"3,168",2.8%
5,秋田,16,961,1.7%
6,山形,69,"2,470",2.8%
7,"福島
※３",81,"5,353",1.5%
8,茨城,168,"4,962",3.4%
9,"栃木
※３",66,"5,264",1.3%
10,"群馬
※３",151,"4,232",3.6%
11,埼玉,"1,017","25,662",4.0%
12,千葉,915,"15,991",5.7%
13,"東京
※１","5,448","16,267",33.5%
14,神奈川,"1,399","11,046",12.7%
15,"新潟
※３",83,"4,507",1.8%
16,富山,227,"3,587",6.3%
17,"石川
※３",299,"2,815",10.6%
18,"福井
※３",122,"2,953",4.1%
19,"山梨
※３",68,"4,648",1.5%
20,"長野
※３",76,"2,957",2.6%
21,岐阜,153,"4,095",3.7%
22,静岡,77,"3,653",2.1%
23,愛知,513,"11,072",4.6%
24,"三重
※３",45,"2,609",1.7%
