,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"11,171","190,249",5.9%
2,"青森
※3",373,"8,036",4.6%
3,"※3※4※5
岩手",302,"11,092",2.7%
4,"宮城
※3※5","1,507","21,568",7.0%
5,秋田,94,"3,746",2.5%
6,山形,253,"9,068",2.8%
7,"福島
※3",611,"45,348",1.3%
8,茨城,"1,987","17,774",11.2%
9,"栃木
※3※5",870,"61,800",1.4%
10,"群馬
※3※5","1,652","42,655",3.9%
11,"埼玉
※4","10,441","261,972",4.0%
12,千葉,"8,189","190,632",4.3%
13,"東京
※1","47,225","847,224",5.6%
14,神奈川,"15,053","281,819",5.3%
15,"新潟
※3※5",400,"24,496",1.6%
16,"富山
※3※5",474,"18,804",2.5%
17,"石川
※3",910,"24,951",3.6%
18,"福井
※3",332,"16,638",2.0%
19,"山梨
※3",440,"14,073",3.1%
20,"長野
※3※5",957,"35,844",2.7%
21,"岐阜
※5","1,498","50,550",3.0%
22,"静岡
※3※4","2,087","67,934",3.1%
23,"※3※4※5
愛知","12,525","152,984",8.2%
24,"三重
※3","1,055","24,205",4.4%
