,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,096","14,593",7.5%
2,"青森
※３",27,857,3.2%
3,"岩手
※３",0,695,0.0%
4,"宮城
※３",88,"2,952",3.0%
5,秋田,16,935,1.7%
6,"山形
※３",69,"2,665",2.6%
7,"福島
※３",81,"4,588",1.8%
8,茨城,168,"4,691",3.6%
9,"栃木
※３",66,"3,973",1.7%
10,"群馬
※３",149,"3,713",4.0%
11,埼玉,"1,003","21,810",4.6%
12,千葉,906,"14,881",6.1%
13,"東京
※１","5,283","15,282",34.6%
14,神奈川,"1,373","9,974",13.8%
15,"新潟
※３",83,"4,216",2.0%
16,富山,227,"3,407",6.7%
17,"石川
※３",298,"2,733",10.9%
18,"福井
※３",122,"2,675",4.6%
19,"山梨
※３",64,"4,088",1.6%
20,"長野
※３",76,"2,733",2.8%
21,岐阜,151,"3,652",4.1%
22,静岡,76,"3,539",2.1%
23,愛知,508,"10,211",5.0%
24,"三重
※３",45,"2,508",1.8%
