,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"6,918","125,579",5.5%
2,"青森
※3",280,"6,349",4.4%
3,"※3※4※5
岩手",137,"7,787",1.8%
4,"宮城
※3※5","1,091","17,468",6.2%
5,秋田,74,"3,155",2.3%
6,山形,109,"7,233",1.5%
7,"福島
※3",476,"37,642",1.3%
8,茨城,"1,252","15,503",8.1%
9,"栃木
※3※5",572,"51,105",1.1%
10,"群馬
※3※5","1,045","34,203",3.1%
11,"埼玉
※4","7,614","217,782",3.5%
12,千葉,"6,388","155,169",4.1%
13,"東京
※1","37,708","707,444",5.3%
14,神奈川,"11,344","234,414",4.8%
15,"新潟
※3※5",300,"20,993",1.4%
16,"富山
※3※5",445,"16,124",2.8%
17,"石川
※3",835,"20,694",4.0%
18,"福井
※3",302,"13,555",2.2%
19,"山梨
※3",298,"12,801",2.3%
20,"長野
※3※5",606,"27,741",2.2%
21,"岐阜
※5",918,"31,414",2.9%
22,"静岡
※3※4","1,111","51,416",2.2%
23,"※3※4※5
愛知","8,675","124,749",7.0%
24,"三重
※3",721,"18,271",3.9%
