,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,239",4.5%
2,京都,365,"9,565",3.8%
3,"大阪
※３","1,806","37,550",4.8%
4,"兵庫
※３、５",702,"13,930",5.0%
5,奈良,92,"3,491",2.6%
6,和歌山,63,"3,901",1.6%
7,鳥取,3,"1,448",0.2%
8,島根,24,"1,212",2.0%
9,岡山,25,"1,865",1.3%
10,"広島
※３",168,"7,638",2.2%
11,山口,37,"2,088",1.8%
12,"徳島
※３",5,845,0.6%
13,香川,28,"2,513",1.1%
14,愛媛,82,"2,572",3.2%
15,高知,74,"1,929",3.8%
16,"福岡
※３、４",838,"15,565",5.4%
17,"佐賀
※３",47,"1,595",2.9%
18,長崎,17,"3,110",0.5%
19,熊本,48,"4,178",1.1%
20,大分,60,"4,614",1.3%
21,宮崎,17,"1,520",1.1%
22,鹿児島,11,"2,465",0.4%
23,沖縄,142,"3,000",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,671","357,226",4.9%
