,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,126","58,133",3.7%
2,"青森
※3",37,"2,458",1.5%
3,"※3※4※5
岩手",23,"4,282",0.5%
4,"宮城
※3※5",413,"10,472",3.9%
5,秋田,53,"2,145",2.5%
6,山形,78,"5,184",1.5%
7,"福島
※3",263,"20,652",1.3%
8,茨城,668,"12,623",5.3%
9,"栃木
※3",433,"30,880",1.4%
10,"群馬
※3※5",719,"22,752",3.2%
11,"埼玉
※4","4,715","144,550",3.3%
12,千葉,"3,968","95,756",4.1%
13,"東京
※1","26,169","464,893",5.6%
14,神奈川,"7,040","156,859",4.5%
15,"新潟
※3※5",170,"15,617",1.1%
16,"富山
※3※5",421,"12,509",3.4%
17,"石川
※3",777,"13,336",5.8%
18,"福井
※3",244,"9,834",2.5%
19,"山梨
※3",193,"10,748",1.8%
20,"長野
※3※5",311,"19,157",1.6%
21,"岐阜
※5",627,"23,106",2.7%
22,"静岡
※3※4",551,"34,985",1.6%
23,"※3※4※5
愛知","5,384","78,040",6.9%
24,"三重
※3",523,"12,619",4.1%
