,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"2,703","74,331",3.6%
2,"青森
※3",170,"3,886",4.4%
3,"※3※4※5
岩手",27,"5,134",0.5%
4,"宮城
※3※5",565,"12,939",4.4%
5,秋田,61,"2,448",2.5%
6,山形,84,"5,761",1.5%
7,"福島
※3",385,"27,233",1.4%
8,茨城,739,"13,525",5.5%
9,"栃木
※3※5",476,"35,132",1.4%
10,"群馬
※3※5",858,"27,724",3.1%
11,"埼玉
※4","5,602","174,144",3.2%
12,千葉,"4,775","119,627",4.0%
13,"東京
※1","29,909","567,880",5.3%
14,神奈川,"8,308","187,119",4.4%
15,"新潟
※3※5",181,"17,321",1.0%
16,"富山
※3※5",422,"14,261",3.0%
17,"石川
※3",798,"16,210",4.9%
18,"福井
※3",256,"10,775",2.4%
19,"山梨
※3",203,"11,373",1.8%
20,"長野
※3※5",330,"22,077",1.5%
21,"岐阜
※5",671,"26,049",2.6%
22,"静岡
※3※4",588,"40,885",1.4%
23,"※3※4※5
愛知","5,811","93,063",6.2%
24,"三重
※3",555,"15,384",3.6%
