,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,605","35,641",4.5%
2,"青森
※３",33,"1,689",2.0%
3,"岩手
※３※６",8,"2,176",0.4%
4,"宮城
※３",184,"7,062",2.6%
5,秋田,40,"1,450",2.8%
6,山形,76,"2,997",2.5%
7,"福島
※３",105,"11,802",0.9%
8,茨城,450,"9,203",4.9%
9,"栃木
※３",269,"18,168",1.5%
10,"群馬
※３※６",279,"10,264",2.7%
11,埼玉,"3,165","87,683",3.6%
12,千葉,"2,415","43,917",5.5%
13,"東京
※１","17,454","253,605",6.9%
14,神奈川,"3,774","87,845",4.3%
15,"新潟
※３",129,"7,873",1.6%
16,"富山
※６",307,"6,591",4.7%
17,"石川
※３",438,"3,995",11.0%
18,"福井
※３",154,"5,862",2.6%
19,"山梨
※３",136,"8,444",1.6%
20,"⾧野
※３※６",148,"10,614",1.4%
21,"岐阜
※６",511,"15,207",3.4%
22,"静岡
※３、５",398,"18,540",2.1%
23,愛知,"3,454","37,041",9.3%
24,"三重
※３",268,"7,203",3.7%
