,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,172",4.7%
2,京都,363,"9,418",3.9%
3,"大阪
※３","1,798","36,938",4.9%
4,"兵庫
※３、５",699,"13,745",5.1%
5,奈良,92,"3,491",2.6%
6,和歌山,63,"3,883",1.6%
7,鳥取,3,"1,441",0.2%
8,島根,24,"1,208",2.0%
9,岡山,25,"1,860",1.3%
10,"広島
※３",168,"7,568",2.2%
11,山口,37,"2,045",1.8%
12,"徳島
※３",5,838,0.6%
13,香川,28,"2,467",1.1%
14,愛媛,82,"2,558",3.2%
15,高知,74,"1,917",3.9%
16,"福岡
※３、４",833,"15,320",5.4%
17,"佐賀
※３",47,"1,588",3.0%
18,長崎,17,"3,093",0.5%
19,熊本,48,"4,164",1.2%
20,大分,60,"4,556",1.3%
21,宮崎,17,"1,509",1.1%
22,鹿児島,11,"2,413",0.5%
23,沖縄,142,"2,986",4.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"17,512","345,249",5.1%
