,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",103,"2,527",4.1%
2,京都,386,"10,600",3.6%
3,"大阪
※３","1,885","43,039",4.4%
4,"兵庫
※３、４",710,"15,461",4.6%
5,奈良,95,"3,943",2.4%
6,和歌山,64,"4,066",1.6%
7,"鳥取
※３",4,"1,753",0.2%
8,島根,24,"1,257",1.9%
9,岡山,28,"1,983",1.4%
10,"広島
※３",169,"7,907",2.1%
11,山口,37,"2,450",1.5%
12,"徳島
※３",6,955,0.6%
13,香川,28,"2,822",1.0%
14,愛媛,82,"2,629",3.1%
15,高知,74,"1,996",3.7%
16,福岡,868,"16,998",5.1%
17,"佐賀
※３",47,"1,666",2.8%
18,⻑崎,17,"3,366",0.5%
19,熊本,49,"4,325",1.1%
20,大分,60,"5,041",1.2%
21,宮崎,17,"1,589",1.1%
22,鹿児島,85,"2,784",3.1%
23,沖縄,142,"3,037",4.7%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"19,425","414,720",4.7%
