,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,866","49,239",3.8%
2,"青森
※３",35,"2,206",1.6%
3,"岩手
※３※６",23,"3,610",0.6%
4,"宮城
※３",290,"8,765",3.3%
5,秋田,50,"1,855",2.7%
6,山形,78,"3,148",2.5%
7,"福島
※３",204,"16,925",1.2%
8,茨城,609,"11,550",5.3%
9,"栃木
※３",338,"25,518",1.3%
10,"群馬
※３※６",541,"16,995",3.2%
11,埼玉,"4,264","123,265",3.5%
12,千葉,"3,385","66,251",5.1%
13,"東京
※１","22,857","380,646",6.0%
14,神奈川,"5,891","128,296",4.6%
15,"新潟
※６",148,"13,835",1.1%
16,"富山
※６",408,"10,832",3.8%
17,"石川
※３",730,"10,587",6.9%
18,"福井
※３",244,"9,215",2.6%
19,"山梨
※３",179,"9,977",1.8%
20,"長野
※３※６",296,"17,030",1.7%
21,"岐阜
※６",580,"19,819",2.9%
22,"静岡
※３、５",504,"29,710",1.7%
23,愛知,"4,835","62,057",7.8%
24,"三重
※３",457,"11,156",4.1%
