,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,054","12,285",8.6%
2,"青森
※３,４",27,824,3.3%
3,"岩手
※３",0,604,0.0%
4,"宮城
※３",88,"2,843",3.1%
5,秋田,16,927,1.7%
6,"山形
※３",69,"2,622",2.6%
7,"福島
※３",81,"3,883",2.1%
8,茨城,168,"4,534",3.7%
9,"栃木
※３",65,"3,465",1.9%
10,"群馬
※３",149,"3,462",4.3%
11,埼玉,999,"18,686",5.3%
12,千葉,904,"13,978",6.5%
13,"東京
※１","5,160","14,850",34.7%
14,神奈川,"1,333","8,984",14.8%
15,"新潟
※３",83,"4,030",2.1%
16,富山,227,"3,101",7.3%
17,"石川
※３",295,"2,624",11.2%
18,"福井
※３",122,"2,476",4.9%
19,"山梨
※３",60,"3,720",1.6%
20,"⾧野
※３",76,"2,605",2.9%
21,岐阜,150,"3,387",4.4%
22,静岡,75,"3,423",2.2%
23,愛知,507,"9,726",5.2%
24,"三重
※３",45,"2,460",1.8%
