,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"9,852","168,206",5.9%
2,"青森
※3",330,"7,261",4.5%
3,"※3※4※5
岩手",220,"10,109",2.2%
4,"宮城
※3※5","1,293","19,898",6.5%
5,秋田,90,"3,689",2.4%
6,山形,173,"8,120",2.1%
7,"福島
※3",530,"41,884",1.3%
8,茨城,"1,832","17,334",10.6%
9,"栃木
※3※5",749,"57,257",1.3%
10,"群馬
※3※5","1,388","39,174",3.5%
11,"埼玉
※4","9,321","250,151",3.7%
12,千葉,"7,466","172,106",4.3%
13,"東京
※1","43,704","797,901",5.5%
14,神奈川,"13,639","265,968",5.1%
15,"新潟
※3※5",356,"23,178",1.5%
16,"富山
※3※5",462,"17,786",2.6%
17,"石川
※3",872,"23,273",3.7%
18,"福井
※3",321,"15,731",2.0%
19,"山梨
※3",381,"13,645",2.8%
20,"⾧野
※3※5",803,"33,056",2.4%
21,"岐阜
※5","1,245","43,971",2.8%
22,"静岡
※3※4","1,827","61,478",3.0%
23,"※3※4※5
愛知","11,157","143,080",7.8%
24,"三重
※3",950,"22,079",4.3%
