,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",832,"29,557",2.8%
2,京都,"2,884","70,833",4.1%
3,"大阪
※3※5","22,993","357,109",6.4%
4,"※3※4※5
兵庫","6,547","105,709",6.2%
5,"奈良
※5","1,351","36,543",3.7%
6,和歌山,516,"14,303",3.6%
7,"鳥取
※3※4",65,"18,758",0.3%
8,"島根
※5",158,"7,158",2.2%
9,"岡山
※4",678,"20,802",3.3%
10,"広島
※3","1,128","39,067",2.9%
11,"山口
※4",418,"19,028",2.2%
12,"徳島
※3",186,"13,518",1.4%
13,"香川
※5",174,"18,512",0.9%
14,愛媛,352,"8,593",4.1%
15,高知,263,"4,223",6.2%
16,"※3※4※5
福岡","6,125","214,039",2.9%
17,"佐賀
※3",347,"10,755",3.2%
18,⾧崎,276,"28,610",1.0%
19,熊本,"1,111","26,758",4.2%
20,大分,418,"31,001",1.3%
21,宮崎,568,"10,600",5.4%
22,鹿児島,701,"28,832",2.4%
23,"沖縄
※3","4,613","76,622",6.0%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"164,203","3,493,092",4.7%
