,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",111,"3,310",3.4%
2,京都,539,"14,205",3.8%
3,"大阪
※３※６","2,469","54,929",4.5%
4,"兵庫
※３,４,6",834,"19,089",4.4%
5,"奈良
※６",156,"5,045",3.1%
6,和歌山,93,"5,067",1.8%
7,"鳥取
※３",5,"2,232",0.2%
8,"島根
※６",25,"1,997",1.3%
9,岡山,43,"2,369",1.8%
10,"広島
※３",209,"9,284",2.3%
11,山口,42,"3,260",1.3%
12,"徳島
※３",10,"1,430",0.7%
13,"香川
※６",44,"3,836",1.1%
14,愛媛,83,"2,731",3.0%
15,高知,76,"2,136",3.6%
16,福岡,"1,028","19,350",5.3%
17,"佐賀
※３",48,"1,789",2.7%
18,長崎,40,"4,789",0.8%
19,熊本,50,"4,554",1.1%
20,大分,60,"5,729",1.0%
21,宮崎,20,"1,823",1.1%
22,鹿児島,170,"8,314",2.0%
23,沖縄,153,"3,655",4.2%
24,"長崎船
※２
その他",149,-,-
25,合計,"25,255","550,714",4.6%
