,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,275","21,674",5.9%
2,"青森
※３",27,"1,002",2.7%
3,"岩手
※３",0,"1,005",0.0%
4,"宮城
※３",97,"3,951",2.5%
5,秋田,16,999,1.6%
6,山形,69,"2,566",2.7%
7,"福島
※３",82,"7,204",1.1%
8,茨城,183,"5,417",3.4%
9,"栃木
※３",86,"7,829",1.1%
10,"群馬
※３",154,"5,261",2.9%
11,埼玉,"1,218","37,535",3.2%
12,千葉,"1,003","18,877",5.3%
13,"東京
※１","6,654","91,377",7.3%
14,神奈川,"1,565","12,898",12.1%
15,"新潟
※３",84,"5,054",1.7%
16,富山,228,"4,009",5.7%
17,"石川
※３",300,"2,925",10.3%
18,"福井
※３",122,"3,510",3.5%
19,"山梨
※３",75,"5,815",1.3%
20,"長野
※３",77,"3,351",2.3%
21,岐阜,160,"5,420",3.0%
22,"静岡
※３、６",86,"7,829",1.1%
23,愛知,525,"13,199",4.0%
24,"三重
※３",46,"2,945",1.6%
