,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",207,"4,676",4.4%
2,京都,855,"19,482",4.4%
3,"大阪
※３※６","4,720","80,161",5.9%
4,"兵庫
※３,４,6","1,339","28,241",4.7%
5,"奈良
※６",277,"8,733",3.2%
6,和歌山,170,"6,495",2.6%
7,"鳥取
※３",19,"3,334",0.6%
8,"島根
※６",29,"2,987",1.0%
9,岡山,94,"3,164",3.0%
10,"広島
※３",376,"13,026",2.9%
11,山口,59,"4,152",1.4%
12,"徳島
※３",30,"2,116",1.4%
13,"香川
※６",46,"4,941",0.9%
14,愛媛,100,"3,117",3.2%
15,高知,82,"2,307",3.6%
16,福岡,"2,269","26,900",8.4%
17,"佐賀
※３",111,"2,726",4.1%
18,長崎,135,"7,668",1.8%
19,熊本,280,"6,504",4.3%
20,大分,73,"7,292",1.0%
21,宮崎,175,"5,342",3.3%
22,鹿児島,262,"11,128",2.4%
23,"沖縄
※３",637,"9,612",6.6%
24,"長崎船
※２
その他",149,-,-
25,合計,"40,485","769,222",5.3%
