,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",816,"29,135",2.8%
2,京都,"2,736","68,469",4.0%
3,"大阪
※3※5","22,507","350,264",6.4%
4,"※3※4※5
兵庫","6,320","103,474",6.1%
5,"奈良
※5","1,306","35,104",3.7%
6,和歌山,503,"14,074",3.6%
7,"鳥取
※3※4",63,"18,057",0.3%
8,"島根
※5",155,"7,158",2.2%
9,"岡山
※4",657,"20,802",3.2%
10,"広島
※3","1,023","35,884",2.9%
11,"山口
※4",410,"19,028",2.2%
12,"徳島
※3",185,"7,925",2.3%
13,"香川
※5",163,"18,038",0.9%
14,愛媛,345,"8,520",4.0%
15,高知,233,"4,061",5.7%
16,"※3※4※5
福岡","6,060","210,854",2.9%
17,"佐賀
※3",337,"10,504",3.2%
18,⾧崎,273,"28,194",1.0%
19,熊本,"1,085","25,055",4.3%
20,大分,397,"30,105",1.3%
21,宮崎,557,"10,314",5.4%
22,鹿児島,637,"28,192",2.3%
23,"沖縄
※3","4,574","75,749",6.0%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"160,452","3,415,295",4.7%
