,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",543,"13,830",3.9%
2,京都,"1,981","51,562",3.8%
3,"大阪
※3※5","12,231","227,942",5.4%
4,"※3※4※5
兵庫","3,147","66,897",4.7%
5,"奈良
※5",626,"24,237",2.6%
6,和歌山,272,"10,313",2.6%
7,"鳥取
※3",37,"5,679",0.7%
8,"島根
※5",141,"6,154",2.3%
9,"岡山
※4",215,"10,217",2.1%
10,"広島
※3",656,"27,097",2.4%
11,"山口
※4",213,"11,710",1.8%
12,"徳島
※3",164,"7,421",2.2%
13,"香川
※5",101,"13,252",0.8%
14,愛媛,116,"4,319",2.7%
15,高知,143,"3,615",4.0%
16,"※3※4※5
福岡","5,189","160,141",3.2%
17,"佐賀
※3",254,"6,968",3.6%
18,⾧崎,244,"21,887",1.1%
19,熊本,774,"19,110",4.1%
20,大分,159,"20,342",0.8%
21,宮崎,367,"8,765",4.2%
22,鹿児島,463,"21,887",2.1%
23,"沖縄
※3","3,217","54,559",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"96,958","2,362,512",4.1%
