,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",100,"1,714",5.8%
2,京都,358,"7,493",4.8%
3,"大阪
※３","1,781","28,565",6.2%
4,兵庫,699,"10,614",6.6%
5,奈良,91,"2,754",3.3%
6,和歌山,63,"3,612",1.7%
7,鳥取,3,"1,295",0.2%
8,島根,24,"1,082",2.2%
9,岡山,25,"1,643",1.5%
10,"広島
※３",167,"6,696",2.5%
11,山口,37,"1,656",2.2%
12,"徳島
※３",5,703,0.7%
13,香川,28,"2,086",1.3%
14,愛媛,79,"1,831",4.3%
15,高知,74,"1,738",4.3%
16,福岡,658,"11,764",5.6%
17,"佐賀
※３",47,"1,376",3.4%
18,⾧崎,17,"2,655",0.6%
19,熊本,48,"3,835",1.3%
20,大分,60,"3,828",1.6%
21,宮崎,17,"1,339",1.3%
22,鹿児島,10,"1,685",0.6%
23,沖縄,142,"2,806",5.1%
24,"⾧崎船
※２
その他",149,-,-
25,合計,"16,375","229,669",7.1%
