,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5",842,"29,940",2.8%
2,京都,"2,947","71,928",4.1%
3,"大阪
※3※5","23,420","362,323",6.5%
4,"※3※4※5
兵庫","6,692","106,995",6.3%
5,"奈良
※5","1,386","37,171",3.7%
6,和歌山,528,"14,421",3.7%
7,"鳥取
※3※4",66,"19,097",0.3%
8,"島根
※5",158,"7,158",2.2%
9,"岡山
※4",689,"20,802",3.3%
10,"広島
※3","1,128","39,067",2.9%
11,"山口
※4",422,"22,347",1.9%
12,"徳島
※3",187,"13,592",1.4%
13,"香川
※5",191,"18,712",1.0%
14,愛媛,353,"8,633",4.1%
15,高知,281,"4,309",6.5%
16,"※3※4※5
福岡","6,264","216,468",2.9%
17,"佐賀
※3",354,"10,900",3.2%
18,長崎,277,"28,830",1.0%
19,熊本,"1,133","26,916",4.2%
20,大分,439,"31,686",1.4%
21,宮崎,574,"10,751",5.3%
22,鹿児島,741,"29,079",2.5%
23,"沖縄
※3","4,656","77,481",6.0%
24,"長崎船
※2
その他",149,0,-
25,合計,"166,928","3,547,649",4.7%
