,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",444,"8,885",5.0%
2,京都,"1,401","29,864",4.7%
3,"大阪
※３※６","8,491","133,113",6.4%
4,"兵庫
※３,４,6","2,255","43,874",5.1%
5,"奈良
※６",515,"12,972",4.0%
6,和歌山,230,"8,592",2.7%
7,"鳥取
※３",22,"4,535",0.5%
8,"島根
※６",137,"4,851",2.8%
9,岡山,145,"5,880",2.5%
10,"広島
※３",457,"17,447",2.6%
11,山口,164,"6,713",2.4%
12,"徳島
※３",128,"5,778",2.2%
13,"香川
※６",77,"7,898",1.0%
14,愛媛,114,"3,769",3.0%
15,高知,125,"3,036",4.1%
16,福岡,"4,488","40,258",11.1%
17,"佐賀
※３",237,"5,035",4.7%
18,長崎,230,"14,346",1.6%
19,熊本,511,"11,236",4.5%
20,大分,145,"12,102",1.2%
21,宮崎,335,"7,943",4.2%
22,鹿児島,361,"15,116",2.4%
23,"沖縄
※３","2,117","25,614",8.3%
24,"長崎船
※２
その他",149,0,-
25,合計,"67,077","1,300,556",5.2%
