,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,646","37,326",4.4%
2,"青森
※３",33,"1,848",1.8%
3,"岩手
※３※６",9,"2,385",0.4%
4,"宮城
※３",187,"7,264",2.6%
5,秋田,45,"1,633",2.8%
6,山形,77,"3,028",2.5%
7,"福島
※３",120,"12,506",1.0%
8,茨城,479,"9,659",5.0%
9,"栃木
※３",284,"19,413",1.5%
10,"群馬
※３※６",351,"11,480",3.1%
11,埼玉,"3,415","95,425",3.6%
12,千葉,"2,642","47,577",5.6%
13,"東京
※１","18,607","276,630",6.7%
14,神奈川,"4,187","98,153",4.3%
15,"新潟
※６",137,"11,444",1.2%
16,"富山
※６",333,"6,889",4.8%
17,"石川
※３",524,"5,916",8.9%
18,"福井
※３",156,"6,120",2.5%
19,"山梨
※３",159,"8,933",1.8%
20,"長野
※３※６",154,"11,605",1.3%
21,"岐阜
※６",532,"16,139",3.3%
22,"静岡
※３、５",431,"20,920",2.1%
23,愛知,"3,900","42,122",9.3%
24,"三重
※３",303,"7,944",3.8%
