,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",507,"12,368",4.1%
2,京都,"1,791","44,457",4.0%
3,"大阪
※3※5","10,899","193,368",5.6%
4,"※3※4※5
兵庫","2,804","58,696",4.8%
5,"奈良
※5",581,"21,517",2.7%
6,和歌山,242,"9,395",2.6%
7,"鳥取
※3",36,"5,505",0.7%
8,"島根
※5",140,"5,858",2.4%
9,"岡山
※4",161,"8,654",1.9%
10,"広島
※3",605,"21,475",2.8%
11,"山口
※4",204,"10,197",2.0%
12,"徳島
※3",149,"7,018",2.1%
13,"香川
※5",93,"11,167",0.8%
14,愛媛,115,"4,138",2.8%
15,高知,138,"3,513",3.9%
16,"※3※4※5
福岡","5,057","138,184",3.7%
17,"佐賀
※3",246,"6,199",4.0%
18,長崎,238,"19,226",1.2%
19,熊本,639,"16,954",3.8%
20,大分,158,"17,483",0.9%
21,宮崎,344,"8,635",4.0%
22,鹿児島,440,"19,713",2.2%
23,"沖縄
※3","2,629","41,446",6.3%
24,"長崎船
※2
その他",149,0,-
25,合計,"85,521","1,989,978",4.3%
