,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",101,"2,344",4.3%
2,京都,366,"9,896",3.7%
3,"大阪
※３","1,816","39,970",4.5%
4,"兵庫
※３、５",705,"14,671",4.8%
5,奈良,92,"3,760",2.4%
6,和歌山,64,"3,978",1.6%
7,鳥取,3,"1,477",0.2%
8,島根,24,"1,239",1.9%
9,岡山,26,"1,920",1.4%
10,"広島
※３",168,"7,744",2.2%
11,山口,37,"2,243",1.6%
12,"徳島
※３",6,890,0.7%
13,香川,28,"2,646",1.1%
14,愛媛,82,"2,586",3.2%
15,高知,74,"1,969",3.8%
16,"福岡
※３、４",845,"16,166",5.2%
17,"佐賀
※３",47,"1,615",2.9%
18,長崎,17,"3,198",0.5%
19,熊本,49,"4,234",1.2%
20,大分,60,"4,807",1.2%
21,宮崎,17,"1,549",1.1%
22,鹿児島,11,"2,561",0.4%
23,沖縄,142,"3,015",4.7%
24,"長崎船
※２
その他",149,-,-
25,合計,"18,154","380,186",4.8%
