,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",236,"4,841",4.9%
2,京都,876,"20,163",4.3%
3,"大阪
※３※６","4,916","82,268",6.0%
4,"兵庫
※３,４,6","1,371","28,848",4.8%
5,"奈良
※６",286,"9,920",2.9%
6,和歌山,173,"6,619",2.6%
7,"鳥取
※３",19,"3,817",0.5%
8,"島根
※６",29,"3,014",1.0%
9,岡山,101,"3,226",3.1%
10,"広島
※３",376,"13,587",2.8%
11,山口,60,"4,166",1.4%
12,"徳島
※３",43,"2,300",1.9%
13,"香川
※６",46,"4,941",0.9%
14,愛媛,100,"3,150",3.2%
15,高知,82,"2,328",3.5%
16,福岡,"2,269","26,900",8.4%
17,"佐賀
※３",121,"2,822",4.3%
18,長崎,140,"8,143",1.7%
19,熊本,322,"6,845",4.7%
20,大分,74,"7,443",1.0%
21,宮崎,187,"5,633",3.3%
22,鹿児島,262,"11,306",2.3%
23,"沖縄
※３",714,"10,548",6.8%
24,"長崎船
※２
その他",149,-,-
25,合計,"41,611","808,945",5.1%
