,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,845","47,800",3.9%
2,"青森
※３",35,"2,163",1.6%
3,"岩手
※３※６",23,"3,467",0.7%
4,"宮城
※３",256,"8,452",3.0%
5,秋田,50,"1,846",2.7%
6,山形,78,"3,137",2.5%
7,"福島
※３",186,"16,269",1.1%
8,茨城,589,"11,470",5.1%
9,"栃木
※３",319,"24,584",1.3%
10,"群馬
※３※６",502,"16,368",3.1%
11,埼玉,"4,172","120,926",3.5%
12,千葉,"3,281","61,286",5.4%
13,"東京
※１","22,168","366,455",6.0%
14,神奈川,"5,629","125,835",4.5%
15,"新潟
※６",147,"13,570",1.1%
16,"富山
※６",409,"10,458",3.9%
17,"石川
※３",718,"10,000",7.2%
18,"福井
※３",244,"9,044",2.7%
19,"山梨
※３",178,"9,890",1.8%
20,"長野
※３※６",293,"16,712",1.8%
21,"岐阜
※６",568,"19,278",2.9%
22,"静岡
※３、５",499,"28,146",1.8%
23,愛知,"4,730","60,130",7.9%
24,"三重
※３",443,"10,854",4.1%
