,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",530,"13,369",4.0%
2,京都,"1,931","49,391",3.9%
3,"大阪
※3※5","11,620","215,799",5.4%
4,"※3※4※5
兵庫","3,013","64,193",4.7%
5,"奈良
※5",615,"23,410",2.6%
6,和歌山,259,"9,994",2.6%
7,"鳥取
※3",36,"5,559",0.6%
8,"島根
※5",140,"6,049",2.3%
9,"岡山
※4",174,"8,654",2.0%
10,"広島
※3",651,"25,832",2.5%
11,"山口
※4",209,"11,132",1.9%
12,"徳島
※3",162,"7,267",2.2%
13,"香川
※5",99,"12,599",0.8%
14,愛媛,116,"4,258",2.7%
15,高知,140,"3,588",3.9%
16,"※3※4※5
福岡","5,146","152,905",3.4%
17,"佐賀
※3",252,"6,690",3.8%
18,⾧崎,242,"20,984",1.2%
19,熊本,750,"18,571",4.0%
20,大分,159,"19,474",0.8%
21,宮崎,366,"8,725",4.2%
22,鹿児島,463,"21,538",2.1%
23,"沖縄
※3","2,975","48,352",6.2%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"92,819","2,227,116",4.2%
