,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",104,"2,735",3.8%
2,京都,420,"11,599",3.6%
3,"大阪
※３※６","1,967","46,112",4.3%
4,"兵庫
※３、４",726,"16,730",4.3%
5,奈良,114,"4,383",2.6%
6,和歌山,75,"4,413",1.7%
7,"鳥取
※３",4,"1,935",0.2%
8,島根,24,"1,284",1.9%
9,岡山,28,"2,031",1.4%
10,"広島
※３",176,"8,178",2.2%
11,山口,37,"2,659",1.4%
12,"徳島
※３",10,"1,144",0.9%
13,香川,29,"2,975",1.0%
14,愛媛,82,"2,663",3.1%
15,高知,74,"2,015",3.7%
16,福岡,908,"17,868",5.1%
17,"佐賀
※３",47,"1,697",2.8%
18,⻑崎,19,"3,806",0.5%
19,熊本,49,"4,421",1.1%
20,大分,60,"5,325",1.1%
21,宮崎,18,"1,674",1.1%
22,鹿児島,132,"6,512",2.0%
23,沖縄,148,"3,097",4.8%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"21,113","464,900",4.5%
