,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,北海道,"5,494","108,980",5.0%
2,"青森
※3",279,"6,182",4.5%
3,"※3※4※5
岩手",75,"6,491",1.2%
4,"宮城
※3※5",988,"16,359",6.0%
5,秋田,73,"2,872",2.5%
6,山形,98,"7,037",1.4%
7,"福島
※3",438,"35,528",1.2%
8,茨城,977,"14,972",6.5%
9,"栃木
※3※5",517,"48,552",1.1%
10,"群馬
※3※5",961,"33,002",2.9%
11,"埼玉
※4","6,908","208,239",3.3%
12,千葉,"5,858","146,179",4.0%
13,"東京
※1","34,931","673,255",5.2%
14,神奈川,"10,216","225,019",4.5%
15,"新潟
※3※5",226,"19,877",1.1%
16,"富山
※3※5",428,"15,472",2.8%
17,"石川
※3",830,"19,744",4.2%
18,"福井
※3",274,"12,283",2.2%
19,"山梨
※3",283,"12,678",2.2%
20,"⾧野
※3※5",471,"26,206",1.8%
21,"岐阜
※5",823,"29,514",2.8%
22,"静岡
※3※4",894,"48,984",1.8%
23,"※3※4※5
愛知","7,701","114,785",6.7%
24,"三重
※3",621,"17,127",3.6%
