,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,210","19,687",6.1%
2,"青森
※３",27,959,2.8%
3,"岩手
※３",0,903,0.0%
4,"宮城
※３",91,"3,572",2.5%
5,秋田,16,986,1.6%
6,山形,69,"2,518",2.7%
7,"福島
※３",82,"6,415",1.3%
8,茨城,170,"5,209",3.3%
9,"栃木
※３",66,"6,574",1.0%
10,"群馬
※３",152,"4,764",3.2%
11,埼玉,"1,074","32,451",3.3%
12,千葉,937,"17,597",5.3%
13,"東京
※１","5,943","73,753",8.1%
14,神奈川,"1,444","12,278",11.8%
15,"新潟
※３",84,"4,842",1.7%
16,富山,227,"3,890",5.8%
17,"石川
※３",300,"2,881",10.4%
18,"福井
※３",122,"3,306",3.7%
19,"山梨
※３",72,"5,447",1.3%
20,"長野
※３",77,"3,188",2.4%
21,岐阜,156,"4,984",3.1%
22,"静岡
※３、６",80,"7,108",1.1%
23,愛知,523,"12,363",4.2%
24,"三重
※３",46,"2,816",1.6%
