,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※5※6",696,"14,966",4.7%
2,京都,"2,356","58,824",4.0%
3,"大阪
※3※5","16,036","280,378",5.7%
4,"※3※4※5
兵庫","4,120","79,834",5.2%
5,"奈良
※5",896,"28,985",3.1%
6,和歌山,346,"11,643",3.0%
7,"鳥取
※3",53,"6,156",0.9%
8,"島根
※5",142,"6,354",2.2%
9,"岡山
※4",430,"14,762",2.9%
10,"広島
※3",710,"30,887",2.3%
11,"山口
※4",285,"13,795",2.1%
12,"徳島
※3",174,"7,682",2.3%
13,"香川
※5",122,"15,450",0.8%
14,愛媛,144,"4,819",3.0%
15,高知,144,"3,693",3.9%
16,"※3※4※5
福岡","5,420","184,084",2.9%
17,"佐賀
※3",284,"8,340",3.4%
18,⾧崎,252,"25,087",1.0%
19,熊本,939,"22,475",4.2%
20,大分,189,"23,843",0.8%
21,宮崎,385,"8,852",4.3%
22,鹿児島,558,"25,132",2.2%
23,"沖縄
※3","3,833","65,427",5.9%
24,"⾧崎船
※2
その他",149,0,-
25,合計,"121,580","2,831,997",4.3%
