,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",99,"1,599",6.2%
2,京都,358,"7,092",5.0%
3,"大阪
※３","1,771","25,983",6.8%
4,兵庫,700,"10,127",6.9%
5,奈良,90,"2,383",3.8%
6,和歌山,63,"3,540",1.8%
7,鳥取,3,"1,249",0.2%
8,島根,24,"1,003",2.4%
9,岡山,25,"1,560",1.6%
10,広島,166,"6,457",2.6%
11,山口,37,"1,621",2.3%
12,"徳島
※３",5,673,0.7%
13,香川,28,"1,988",1.4%
14,愛媛,73,"1,695",4.3%
15,高知,74,"1,684",4.4%
16,"福岡
※３",658,"11,497",5.7%
17,"佐賀
※３",47,"1,320",3.6%
18,⾧崎,17,"2,556",0.7%
19,熊本,48,"3,741",1.3%
20,大分,60,"3,692",1.6%
21,宮崎,17,"1,308",1.3%
22,鹿児島,10,"1,616",0.6%
23,沖縄,142,"2,735",5.2%
24,"⾧崎船
※２
その他",149,623,23.9%
25,合計,"16,192","216,624",7.5%
