,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３",104,"2,593",4.0%
2,京都,413,"11,314",3.7%
3,"大阪
※３","1,905","43,972",4.3%
4,"兵庫
※３、４",717,"16,089",4.5%
5,奈良,100,"4,383",2.3%
6,和歌山,64,"4,095",1.6%
7,"鳥取
※３",4,"1,877",0.2%
8,島根,24,"1,267",1.9%
9,岡山,28,"2,014",1.4%
10,"広島
※３",171,"8,076",2.1%
11,山口,37,"2,542",1.5%
12,"徳島
※３",9,"1,018",0.9%
13,香川,28,"2,895",1.0%
14,愛媛,82,"2,654",3.1%
15,高知,74,"2,006",3.7%
16,福岡,885,"17,222",5.1%
17,"佐賀
※３",47,"1,682",2.8%
18,⻑崎,18,"3,544",0.5%
19,熊本,49,"4,395",1.1%
20,大分,60,"5,219",1.1%
21,宮崎,18,"1,645",1.1%
22,鹿児島,122,"4,841",2.5%
23,沖縄,144,"3,062",4.7%
24,"⻑崎船
※２
その他",149,-,-
25,合計,"20,010","438,166",4.6%
