,0,1,2,3
0,都道府県名,陽性者数 検査人数※3,,％
1,"滋賀
※3※5",546,"13,962",3.9%
2,京都,"1,989","51,757",3.8%
3,"大阪
※3※5","12,348","230,194",5.4%
4,"※3※4※5
兵庫","3,157","67,302",4.7%
5,"奈良
※5",631,"24,388",2.6%
6,和歌山,273,"10,349",2.6%
7,"鳥取
※3",38,"5,729",0.7%
8,"島根
※5",141,"6,189",2.3%
9,"岡山
※4",230,"10,217",2.3%
10,"広島
※3",657,"27,197",2.4%
11,"山口
※4",213,"11,826",1.8%
12,"徳島
※3",164,"7,432",2.2%
13,"香川
※5",101,"13,321",0.8%
14,愛媛,116,"4,337",2.7%
15,高知,144,"3,621",4.0%
16,"※3※4※5
福岡","5,194","161,242",3.2%
17,"佐賀
※3",254,"7,005",3.6%
18,長崎,244,"22,048",1.1%
19,熊本,779,"19,151",4.1%
20,大分,159,"20,506",0.8%
21,宮崎,367,"8,772",4.2%
22,鹿児島,463,"22,011",2.1%
23,"沖縄
※3","3,245","56,121",5.8%
24,"長崎船
※2
その他",149,0,-
25,合計,"97,687","2,385,576",4.1%
