,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",109,"3,177",3.4%
2,京都,490,"13,461",3.6%
3,"大阪
※３※６","2,245","51,997",4.3%
4,"兵庫
※３、４",777,"18,310",4.2%
5,"奈良
※６",143,"5,045",2.8%
6,和歌山,87,"4,864",1.8%
7,"鳥取
※３",5,"2,195",0.2%
8,"島根
※６",25,"1,536",1.6%
9,岡山,34,"2,140",1.6%
10,"広島
※３",198,"8,806",2.2%
11,山口,41,"2,913",1.4%
12,"徳島
※３",10,"1,314",0.8%
13,"香川
※６",42,"3,287",1.3%
14,愛媛,82,"2,707",3.0%
15,高知,76,"2,103",3.6%
16,福岡,953,"18,778",5.1%
17,"佐賀
※３",47,"1,766",2.7%
18,長崎,32,"4,519",0.7%
19,熊本,50,"4,527",1.1%
20,大分,60,"5,644",1.1%
21,宮崎,20,"1,770",1.1%
22,鹿児島,162,"8,156",2.0%
23,沖縄,149,"3,457",4.3%
24,"長崎船
※２
その他",149,-,-
25,合計,"23,680","524,327",4.5%
