,0,1,2,3
0,都道府県名,,陽性者数 検査人数※4,％
1,北海道,999,"10,183",9.8%
2,"青森
※1",27,800,3.4%
3,"岩手
※1",0,465,0.0%
4,宮城,88,"2,511",3.5%
5,秋田,16,905,1.8%
6,山形,69,"2,552",2.7%
7,福島,81,"3,047",2.7%
8,茨城,168,"4,202",4.0%
9,栃木,60,"2,844",2.1%
10,群馬,147,"3,268",4.5%
11,"埼玉
※1",984,"15,430",6.4%
12,千葉,898,"12,529",7.2%
13,"東京
※2","5,050","14,010",36.0%
14,神奈川,"1,251","9,756",12.8%
15,新潟,83,"3,710",2.2%
16,富山,225,"2,915",7.7%
17,石川,286,"2,448",11.7%
18,福井,122,"2,297",5.3%
19,山梨,57,"3,205",1.8%
20,長野,76,"2,324",3.3%
21,岐阜,150,"3,039",4.9%
22,静岡,73,"3,282",2.2%
23,愛知,503,"8,896",5.7%
24,"三重
※1",45,"2,335",1.9%
