,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,"滋賀
※３※６",302,"6,044",5.0%
2,京都,991,"22,576",4.4%
3,"大阪
※３※６","5,994","93,689",6.4%
4,"兵庫
※３,４,6","1,662","32,588",5.1%
5,"奈良
※６",339,"15,767",2.2%
6,和歌山,184,"7,034",2.6%
7,"鳥取
※３",21,"4,172",0.5%
8,"島根
※６",126,"3,416",3.7%
9,岡山,115,"3,549",3.2%
10,"広島
※３",415,"15,001",2.8%
11,山口,78,"4,706",1.7%
12,"徳島
※３",61,"3,201",1.9%
13,"香川
※６",60,"5,870",1.0%
14,愛媛,107,"3,279",3.3%
15,高知,83,"2,397",3.5%
16,福岡,"3,084","31,817",9.7%
17,"佐賀
※３",162,"3,521",4.6%
18,⾧崎,170,"9,649",1.8%
19,熊本,361,"8,234",4.4%
20,大分,93,"8,036",1.2%
21,宮崎,241,"6,425",3.8%
22,鹿児島,277,"12,339",2.2%
23,"沖縄
※３","1,242","15,721",7.9%
24,"⾧崎船
※２
その他",149,0,-
25,合計,"49,512","920,049",5.4%
