,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,294","23,417",5.5%
2,"青森
※３",29,"1,086",2.7%
3,"岩手
※３※６",0,"1,149",0.0%
4,"宮城
※３",106,"4,609",2.3%
5,秋田,16,"1,018",1.6%
6,山形,72,"2,642",2.7%
7,"福島
※３",83,"7,891",1.1%
8,茨城,202,"5,846",3.5%
9,"栃木
※３",95,"9,301",1.0%
10,"群馬
※３",156,"5,802",2.7%
11,埼玉,"1,488","43,923",3.4%
12,千葉,"1,137","20,924",5.4%
13,"東京
※１※３","8,046","118,435",6.8%
14,神奈川,"1,760","14,411",12.2%
15,"新潟
※３",87,"5,305",1.6%
16,富山,230,"4,294",5.4%
17,"石川
※３",300,"2,964",10.1%
18,"福井
※３",124,"3,686",3.4%
19,"山梨
※３",76,"6,249",1.2%
20,"長野
※３",79,"4,564",1.7%
21,"岐阜
※６",162,"5,829",2.8%
22,"静岡
※３、５",94,"8,933",1.1%
23,愛知,530,"14,450",3.7%
24,"三重
※３",50,"3,084",1.6%
