,0,1,2,3
0,都道府県名,陽性者数 検査人数※３,,％
1,北海道,"1,099","14,714",7.5%
2,"青森
※３",27,867,3.1%
3,"岩手
※３",0,695,0.0%
4,"宮城
※３",88,"2,979",3.0%
5,秋田,16,940,1.7%
6,"山形
※４",69,"2,412",2.9%
7,"福島
※３",81,"4,661",1.7%
8,茨城,168,"4,721",3.6%
9,"栃木
※３",66,"4,105",1.6%
10,"群馬
※３",149,"3,746",4.0%
11,埼玉,"1,005","22,228",4.5%
12,千葉,907,"14,929",6.1%
13,"東京
※１","5,295","15,332",34.5%
14,神奈川,"1,375","10,103",13.6%
15,"新潟
※３",83,"4,262",1.9%
16,富山,227,"3,431",6.6%
17,"石川
※３",298,"2,746",10.9%
18,"福井
※３",122,"2,717",4.5%
19,"山梨
※３",65,"4,146",1.6%
20,"長野
※３",76,"2,766",2.7%
21,岐阜,151,"3,729",4.0%
22,静岡,76,"3,554",2.1%
23,愛知,509,"10,284",4.9%
24,"三重
※３",45,"2,527",1.8%
